Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B36CA
Austria,Bundesliga,2023/2024,10/03/2024,16:00,Wolfsberger AC,Altach,1,1,D,2.7,3.2,2.91,2.72,3.26,2.91,2.6,3.1,2.78,,,,,,
Austria,Bundesliga,2023/2024,03/03/2024,16:00,Sturm Graz,Wolfsberger AC,4,0,H,1.78,3.95,4.65,1.91,4.07,4.65,1.77,3.78,4.24,,,,,,
Austria,Bundesliga,2023/2024,03/03/2024,16:00,Tirol,Hartberg,1,0,H,3.52,3.53,2.17,3.53,3.59,2.2,3.34,3.43,2.11,,,,,,
Austria,Bundesliga,2023/2024,09/03/2024,16:00,LASK,Salzburg,0,1,A,4.11,3.65,1.95,4.33,3.81,1.95,4.04,3.54,1.87,,,,,,
Austria,Bundesliga,2023/2024,10/03/2024,16:00,A. Klagenfurt,SK Rapid,1,1,D,3.74,2.76,2.34,4.01,3.25,2.44,3.58,2.78,2.31,,,,,,
Austria,Bundesliga,2023/2024,10/03/2024,16:00,A. Lustenau,BW Linz,2,0,H,4.03,3.37,2.07,4.03,3.55,2.11,3.72,3.25,2.04,,,,,,
Austria,Bundesliga,2023/2024,10/03/2024,16:00,Austria Vienna,Tirol,2,0,H,1.49,4.53,7.26,1.51,4.6,7.26,1.47,4.37,6.47,,,,,,
Austria,Bundesliga,2023/2024,10/03/2024,16:00,Hartberg,Sturm Graz,1,1,D,3.42,3.27,2.33,3.5,3.38,2.33,3.3,3.22,2.21,,,,,,
Austria,Bundesliga,2023/2024,15/03/2024,18:30,SK Rapid,LASK,0,0,D,2.54,3.36,2.98,2.54,3.45,2.98,2.43,3.29,2.87,,,,,,
Austria,Bundesliga,2023/2024,31/03/2024,16:00,Sturm Graz,Salzburg,0,1,A,3.66,3.43,2.13,3.68,3.5,2.2,3.47,3.33,2.09,,,,,,
Austria,Bundesliga,2023/2024,16/03/2024,16:00,BW Linz,A. Lustenau,0,0,D,1.74,3.58,5.69,1.83,3.67,5.69,1.75,3.44,5.01,,,,,,
Austria,Bundesliga,2023/2024,16/03/2024,16:00,Tirol,Wolfsberger AC,1,1,D,2.96,3.32,2.58,3.0,3.32,2.6,2.85,3.19,2.5,,,,,,
Austria,Bundesliga,2023/2024,17/03/2024,13:30,A. Klagenfurt,Sturm Graz,0,4,A,5.26,3.88,1.72,5.28,3.88,1.76,4.89,3.68,1.7,,,,,,
Austria,Bundesliga,2023/2024,17/03/2024,16:00,Salzburg,Hartberg,5,1,H,1.25,6.15,13.01,1.3,6.22,13.3,1.26,5.61,10.9,,,,,,
Austria,Bundesliga,2023/2024,29/03/2024,18:30,Austria Vienna,BW Linz,0,0,D,1.66,3.83,5.71,1.71,3.86,5.71,1.65,3.69,5.21,,,,,,
Austria,Bundesliga,2023/2024,30/03/2024,16:00,A. Lustenau,Tirol,1,2,A,3.98,3.1,2.17,3.98,3.25,2.21,3.62,3.1,2.14,,,,,,
Austria,Bundesliga,2023/2024,30/03/2024,16:00,Wolfsberger AC,Altach,0,0,D,2.76,3.14,2.83,2.76,3.24,2.86,2.66,3.08,2.73,,,,,,
Austria,Bundesliga,2023/2024,31/03/2024,13:30,Hartberg,SK Rapid,0,3,A,3.68,3.34,2.16,3.68,3.81,2.24,3.28,3.39,2.14,,,,,,
Austria,Bundesliga,2023/2024,31/03/2024,13:30,LASK,A. Klagenfurt,1,0,H,1.71,3.71,5.44,1.75,3.85,5.5,1.7,3.67,4.93,,,,,,
Austria,Bundesliga,2023/2024,03/03/2024,16:00,SK Rapid,A. Lustenau,1,1,D,1.16,8.32,17.85,1.18,8.5,17.85,1.15,7.52,15.24,,,,,,
Austria,Bundesliga,2023/2024,16/03/2024,16:00,Altach,Austria Vienna,1,1,D,2.75,3.18,2.86,2.75,3.36,2.86,2.63,3.15,2.73,,,,,,
Austria,Bundesliga,2023/2024,03/03/2024,16:00,Salzburg,A. Klagenfurt,1,0,H,1.27,6.21,11.47,1.3,6.3,13.0,1.25,5.68,11.38,,,,,,
Austria,Bundesliga,2023/2024,10/12/2023,13:30,Hartberg,Wolfsberger AC,2,0,H,2.7,3.53,2.67,2.7,3.58,3.1,2.56,3.44,2.61,,,,,,
Austria,Bundesliga,2023/2024,03/03/2024,16:00,Altach,LASK,0,0,D,3.83,3.22,2.19,3.83,3.3,2.2,3.59,3.16,2.12,,,,,,
Austria,Bundesliga,2023/2024,05/04/2024,18:30,Altach,Tirol,0,0,D,2.0,3.24,4.4,2.11,3.36,4.4,2.03,3.17,3.91,,,,,,
Austria,Bundesliga,2023/2024,10/12/2023,16:00,Sturm Graz,Altach,1,0,H,1.55,4.31,6.51,1.69,4.75,6.51,1.54,4.13,5.85,,,,,,
Austria,Bundesliga,2023/2024,09/02/2024,19:30,Salzburg,Sturm Graz,1,1,D,2.02,3.52,4.01,2.04,3.54,4.17,1.96,3.43,3.76,,,,,,
Austria,Bundesliga,2023/2024,10/02/2024,16:00,Altach,BW Linz,1,1,D,2.38,3.12,3.49,2.38,3.3,3.5,2.25,3.1,3.34,,,,,,
Austria,Bundesliga,2023/2024,10/02/2024,16:00,Austria Vienna,Hartberg,3,1,H,2.07,3.62,3.71,2.13,3.79,3.86,2.04,3.54,3.43,,,,,,
Austria,Bundesliga,2023/2024,11/02/2024,13:30,Tirol,A. Lustenau,0,2,A,1.78,3.68,5.05,1.78,3.95,5.05,1.73,3.74,4.58,,,,,,
Austria,Bundesliga,2023/2024,11/02/2024,13:30,Wolfsberger AC,SK Rapid,0,2,A,3.75,3.53,2.09,3.75,3.77,2.1,3.4,3.56,2.05,,,,,,
Austria,Bundesliga,2023/2024,11/02/2024,16:00,LASK,A. Klagenfurt,2,2,D,1.55,4.28,6.48,1.55,4.5,7.0,1.48,4.3,6.22,,,,,,
Austria,Bundesliga,2023/2024,17/02/2024,16:00,Austria Vienna,Altach,2,1,H,1.86,3.69,4.5,1.88,3.69,4.58,1.82,3.54,4.25,,,,,,
Austria,Bundesliga,2023/2024,17/02/2024,16:00,BW Linz,Salzburg,1,1,D,7.49,4.51,1.48,8.04,4.51,1.51,7.14,4.24,1.45,,,,,,
Austria,Bundesliga,2023/2024,17/02/2024,16:00,Wolfsberger AC,Tirol,4,1,H,1.8,3.96,4.49,1.8,4.1,4.6,1.76,3.79,4.3,,,,,,
Austria,Bundesliga,2023/2024,18/02/2024,13:30,A. Lustenau,A. Klagenfurt,0,1,A,3.7,3.27,2.21,3.76,3.49,2.21,3.44,3.25,2.14,,,,,,
Austria,Bundesliga,2023/2024,18/02/2024,13:30,Hartberg,LASK,0,0,D,3.1,3.49,2.39,3.1,3.53,2.39,2.95,3.45,2.29,,,,,,
Austria,Bundesliga,2023/2024,18/02/2024,16:00,Sturm Graz,SK Rapid,1,1,D,2.19,3.66,3.34,2.19,3.76,3.4,2.1,3.57,3.22,,,,,,
Austria,Bundesliga,2023/2024,24/02/2024,16:00,Altach,Hartberg,1,2,A,2.64,3.25,2.93,2.64,3.36,2.96,2.49,3.24,2.81,,,,,,
Austria,Bundesliga,2023/2024,28/05/2024,18:00,Hartberg,Austria Vienna,0,1,A,2.59,3.8,2.61,2.59,3.8,2.75,2.46,3.67,2.57,,,,,,
Austria,Bundesliga,2023/2024,24/02/2024,16:00,LASK,Wolfsberger AC,0,1,A,1.8,3.8,4.74,1.84,3.81,4.74,1.78,3.63,4.35,,,,,,
Austria,Bundesliga,2023/2024,24/02/2024,16:00,Salzburg,A. Lustenau,7,0,H,1.1,11.32,28.54,1.12,11.32,29.0,1.09,9.15,23.49,,,,,,
Austria,Bundesliga,2023/2024,25/02/2024,13:30,A. Klagenfurt,BW Linz,2,0,H,2.34,3.28,3.37,2.35,3.33,3.37,2.27,3.17,3.23,,,,,,
Austria,Bundesliga,2023/2024,25/02/2024,13:30,Tirol,Sturm Graz,0,2,A,5.89,4.22,1.6,6.0,4.33,1.75,5.2,3.98,1.61,,,,,,
Austria,Bundesliga,2023/2024,25/02/2024,16:00,SK Rapid,Austria Vienna,3,0,H,1.81,3.87,4.57,1.88,3.9,4.62,1.79,3.7,4.28,,,,,,
Austria,Bundesliga,2023/2024,03/03/2024,16:00,BW Linz,Austria Vienna,1,2,A,3.72,3.39,2.15,3.72,3.39,2.25,3.37,3.26,2.17,,,,,,
Austria,Bundesliga,2023/2024,06/04/2024,16:00,Austria Vienna,A. Lustenau,1,1,D,1.39,4.73,9.17,1.4,5.0,9.6,1.35,4.67,8.62,,,,,,
Austria,Bundesliga,2023/2024,27/04/2024,16:00,Tirol,A. Lustenau,0,0,D,1.69,3.81,5.47,1.78,3.83,5.56,1.68,3.67,4.99,,,,,,
Austria,Bundesliga,2023/2024,07/04/2024,13:30,A. Klagenfurt,Hartberg,2,2,D,2.59,3.09,3.09,2.61,3.2,3.09,2.51,3.06,2.93,,,,,,
Austria,Bundesliga,2023/2024,03/05/2024,18:30,A. Lustenau,Austria Vienna,2,0,H,5.22,3.88,1.7,5.25,4.01,1.81,4.85,3.79,1.69,,,,,,
Austria,Bundesliga,2023/2024,04/05/2024,16:00,Altach,Wolfsberger AC,0,1,A,2.1,3.2,4.07,2.25,3.29,4.1,2.09,3.14,3.7,,,,,,
Austria,Bundesliga,2023/2024,04/05/2024,16:00,BW Linz,Tirol,3,2,H,2.15,3.2,3.9,2.2,3.25,3.9,2.12,3.15,3.59,,,,,,
Austria,Bundesliga,2023/2024,05/05/2024,13:30,A. Klagenfurt,LASK,0,2,A,4.39,3.96,1.8,4.57,4.13,1.87,4.11,3.81,1.78,,,,,,
Austria,Bundesliga,2023/2024,05/05/2024,13:30,Sturm Graz,Hartberg,1,1,D,1.47,4.53,6.68,1.51,4.75,7.34,1.45,4.46,6.38,,,,,,
Austria,Bundesliga,2023/2024,05/05/2024,16:00,SK Rapid,Salzburg,2,0,H,4.11,4.35,1.78,4.59,4.35,1.8,4.02,4.02,1.75,,,,,,
Austria,Bundesliga,2023/2024,11/05/2024,16:00,A. Lustenau,BW Linz,1,0,H,3.24,3.41,2.32,3.45,3.45,2.37,3.15,3.28,2.26,,,,,,
Austria,Bundesliga,2023/2024,11/05/2024,16:00,Austria Vienna,Wolfsberger AC,0,4,A,1.7,3.9,5.18,1.81,4.0,5.18,1.7,3.82,4.7,,,,,,
Austria,Bundesliga,2023/2024,11/05/2024,16:00,Tirol,Altach,0,1,A,3.34,2.97,2.52,3.34,3.2,2.63,3.11,3.0,2.44,,,,,,
Austria,Bundesliga,2023/2024,12/05/2024,16:00,A. Klagenfurt,SK Rapid,0,1,A,4.51,4.13,1.75,4.51,4.13,2.04,4.16,3.95,1.75,,,,,,
Austria,Bundesliga,2023/2024,12/05/2024,16:00,Hartberg,Salzburg,1,5,A,5.47,4.62,1.56,6.0,4.9,1.58,5.33,4.59,1.51,,,,,,
Austria,Bundesliga,2023/2024,12/05/2024,16:00,LASK,Sturm Graz,2,2,D,2.8,3.37,2.64,2.8,3.5,2.68,2.68,3.33,2.55,,,,,,
Austria,Bundesliga,2023/2024,18/05/2024,16:00,Altach,A. Lustenau,2,2,D,1.6,4.06,5.4,1.69,4.33,5.9,1.62,3.95,5.13,,,,,,
Austria,Bundesliga,2023/2024,18/05/2024,16:00,BW Linz,Austria Vienna,1,2,A,3.53,3.49,2.08,3.63,3.88,2.15,3.31,3.55,2.07,,,,,,
Austria,Bundesliga,2023/2024,18/05/2024,16:00,Wolfsberger AC,Tirol,3,1,H,2.11,3.45,3.5,2.13,3.65,3.65,2.06,3.49,3.4,,,,,,
Austria,Bundesliga,2023/2024,19/05/2024,16:00,Salzburg,LASK,7,1,H,1.4,5.41,6.95,1.53,5.6,7.5,1.39,5.12,6.67,,,,,,
Austria,Bundesliga,2023/2024,19/05/2024,16:00,SK Rapid,Hartberg,0,3,A,1.83,3.95,4.15,1.87,4.1,4.5,1.78,3.94,4.02,,,,,,
Austria,Bundesliga,2023/2024,19/05/2024,16:00,Sturm Graz,A. Klagenfurt,2,0,H,1.28,5.96,10.14,1.36,6.5,10.35,1.28,5.78,9.14,,,,,,
Austria,Bundesliga,2023/2024,21/05/2024,18:00,Wolfsberger AC,Austria Vienna,1,2,A,3.79,3.59,2.03,3.8,3.59,2.15,3.45,3.46,2.05,,,,,,
Austria,Bundesliga,2023/2024,24/05/2024,18:30,Austria Vienna,Hartberg,2,1,H,2.28,3.41,3.31,2.3,3.5,3.4,2.19,3.38,3.17,,,,,,
Austria,Bundesliga,2023/2024,10/12/2023,13:30,BW Linz,Tirol,1,2,A,2.18,3.59,3.45,2.21,3.59,3.6,2.11,3.43,3.32,,,,,,
Austria,Bundesliga,2023/2024,28/04/2024,16:00,Salzburg,Sturm Graz,2,2,D,2.18,3.47,3.48,2.19,3.69,3.48,2.11,3.49,3.24,,,,,,
Austria,Bundesliga,2023/2024,06/04/2024,18:30,BW Linz,Wolfsberger AC,0,0,D,2.69,3.02,3.03,2.91,3.2,3.03,2.66,3.01,2.8,,,,,,
Austria,Bundesliga,2023/2024,28/04/2024,13:30,LASK,SK Rapid,5,0,H,2.16,3.44,3.56,2.25,3.54,3.58,2.1,3.38,3.38,,,,,,
Austria,Bundesliga,2023/2024,27/04/2024,16:00,Wolfsberger AC,BW Linz,0,2,A,2.5,3.13,3.2,2.5,3.35,3.25,2.38,3.1,3.05,,,,,,
Austria,Bundesliga,2023/2024,07/04/2024,13:30,Sturm Graz,LASK,1,0,H,1.96,3.47,4.23,2.07,3.54,4.23,1.97,3.37,3.85,,,,,,
Austria,Bundesliga,2023/2024,07/04/2024,16:00,Salzburg,SK Rapid,1,1,D,1.69,3.95,5.22,1.77,3.95,5.22,1.7,3.74,4.72,,,,,,
Austria,Bundesliga,2023/2024,12/04/2024,18:30,LASK,Salzburg,3,1,H,4.64,3.64,1.83,4.64,3.7,1.96,4.17,3.54,1.84,,,,,,
Austria,Bundesliga,2023/2024,13/04/2024,16:00,A. Lustenau,Altach,0,1,A,5.12,3.46,1.81,5.12,3.5,1.9,4.79,3.36,1.79,,,,,,
Austria,Bundesliga,2023/2024,13/04/2024,16:00,Tirol,BW Linz,2,1,H,2.67,2.96,3.12,2.68,3.14,3.12,2.57,2.99,2.93,,,,,,
Austria,Bundesliga,2023/2024,13/04/2024,16:00,Wolfsberger AC,Austria Vienna,0,1,A,3.04,3.16,2.58,3.07,3.3,2.6,2.88,3.12,2.51,,,,,,
Austria,Bundesliga,2023/2024,14/04/2024,13:30,Hartberg,Sturm Graz,1,3,A,5.29,3.8,1.71,5.47,3.85,1.76,4.89,3.68,1.7,,,,,,
Austria,Bundesliga,2023/2024,14/04/2024,16:00,SK Rapid,A. Klagenfurt,1,1,D,1.6,4.16,5.89,1.67,4.2,5.9,1.59,3.96,5.34,,,,,,
Austria,Bundesliga,2023/2024,19/04/2024,18:30,Sturm Graz,SK Rapid,1,0,H,1.84,3.68,4.52,1.91,4.0,4.52,1.83,3.64,4.12,,,,,,
Austria,Bundesliga,2023/2024,20/04/2024,16:00,Altach,BW Linz,2,2,D,2.03,2.98,4.86,2.11,3.1,5.1,1.98,2.96,4.51,,,,,,
Austria,Bundesliga,2023/2024,20/04/2024,16:00,Austria Vienna,Tirol,3,0,H,1.83,3.58,4.74,1.85,3.7,5.0,1.78,3.55,4.53,,,,,,
Austria,Bundesliga,2023/2024,20/04/2024,16:00,Wolfsberger AC,A. Lustenau,1,1,D,1.72,3.63,5.49,1.76,3.9,6.0,1.68,3.63,5.16,,,,,,
Austria,Bundesliga,2023/2024,21/04/2024,13:30,LASK,Hartberg,1,3,A,1.78,3.8,4.72,1.83,3.8,4.75,1.77,3.64,4.4,,,,,,
Austria,Bundesliga,2023/2024,21/04/2024,16:00,Salzburg,A. Klagenfurt,4,2,H,1.29,5.88,10.76,1.33,6.0,11.0,1.28,5.55,9.75,,,,,,
Austria,Bundesliga,2023/2024,23/04/2024,17:30,A. Lustenau,Wolfsberger AC,1,2,A,3.99,3.35,2.06,3.99,3.43,2.14,3.73,3.25,2.04,,,,,,
Austria,Bundesliga,2023/2024,23/04/2024,17:30,Tirol,Austria Vienna,1,0,H,3.79,3.54,2.05,3.79,3.54,2.13,3.52,3.42,2.05,,,,,,
Austria,Bundesliga,2023/2024,23/04/2024,19:30,BW Linz,Altach,2,1,H,3.08,2.88,2.78,3.08,3.0,2.85,2.93,2.84,2.68,,,,,,
Austria,Bundesliga,2023/2024,24/04/2024,17:30,A. Klagenfurt,Salzburg,4,3,H,9.67,5.56,1.32,9.67,5.56,1.39,8.23,5.12,1.34,,,,,,
Austria,Bundesliga,2023/2024,24/04/2024,17:30,Hartberg,LASK,1,2,A,3.53,3.42,2.18,3.56,3.6,2.37,3.24,3.33,2.19,,,,,,
Austria,Bundesliga,2023/2024,24/04/2024,19:30,SK Rapid,Sturm Graz,1,3,A,3.88,3.4,2.07,3.88,3.45,2.49,3.47,3.33,2.12,,,,,,
Austria,Bundesliga,2023/2024,26/04/2024,18:30,Austria Vienna,Altach,2,2,D,1.75,3.71,5.1,1.9,3.72,5.26,1.75,3.53,4.69,,,,,,
Austria,Bundesliga,2023/2024,28/04/2024,13:30,Hartberg,A. Klagenfurt,3,2,H,2.11,3.58,3.56,2.16,3.6,3.56,2.08,3.47,3.33,,,,,,
