Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B36CA
Austria,Bundesliga,2023/2024,09/12/2023,16:00,A. Lustenau,LASK,1,3,A,9.13,5.34,1.36,9.13,5.4,1.53,8.19,4.94,1.35,,,,,,
Austria,Bundesliga,2023/2024,11/11/2023,16:00,Hartberg,SK Rapid,1,0,H,3.63,3.78,2.05,3.63,3.85,2.1,3.35,3.7,2.03,,,,,,
Austria,Bundesliga,2023/2024,09/12/2023,13:30,SK Rapid,Salzburg,0,1,A,2.53,3.72,2.75,3.7,3.72,2.75,2.55,3.6,2.57,,,,,,
Austria,Bundesliga,2023/2024,26/08/2023,16:00,Wolfsberger AC,Salzburg,1,2,A,6.42,4.43,1.54,6.42,4.75,1.55,5.87,4.33,1.51,,,,,,
Austria,Bundesliga,2023/2024,26/08/2023,18:30,A. Lustenau,Altach,0,3,A,3.08,3.44,2.43,3.08,3.56,2.6,2.89,3.41,2.36,,,,,,
Austria,Bundesliga,2023/2024,27/08/2023,16:00,Hartberg,A. Klagenfurt,0,3,A,2.12,3.72,3.46,2.16,3.73,3.6,2.09,3.54,3.32,,,,,,
Austria,Bundesliga,2023/2024,27/08/2023,16:00,LASK,Austria Vienna,2,0,H,1.9,4.09,3.87,1.95,4.1,4.07,1.86,3.85,3.75,,,,,,
Austria,Bundesliga,2023/2024,27/08/2023,16:00,SK Rapid,Tirol,1,1,D,1.4,5.55,7.28,1.44,5.7,8.0,1.37,5.25,6.91,,,,,,
Austria,Bundesliga,2023/2024,02/09/2023,16:00,Tirol,BW Linz,2,4,A,2.77,3.73,2.51,2.77,3.78,2.6,2.66,3.58,2.45,,,,,,
Austria,Bundesliga,2023/2024,02/09/2023,16:00,Wolfsberger AC,Hartberg,0,3,A,2.41,3.43,3.11,2.41,3.53,3.11,2.34,3.36,2.95,,,,,,
Austria,Bundesliga,2023/2024,02/09/2023,18:30,Altach,Sturm Graz,1,2,A,6.06,4.3,1.58,6.06,4.33,1.63,5.47,4.12,1.57,,,,,,
Austria,Bundesliga,2023/2024,03/09/2023,16:00,Austria Vienna,A. Klagenfurt,2,2,D,1.88,4.01,4.0,1.95,4.1,4.1,1.83,3.84,3.86,,,,,,
Austria,Bundesliga,2023/2024,20/08/2023,16:00,Hartberg,Salzburg,1,5,A,5.02,4.63,1.63,5.87,4.8,1.65,5.14,4.37,1.56,,,,,,
Austria,Bundesliga,2023/2024,03/09/2023,16:00,LASK,A. Lustenau,2,0,H,1.35,5.73,8.49,1.35,5.8,9.0,1.31,5.46,8.34,,,,,,
Austria,Bundesliga,2023/2024,16/09/2023,16:00,A. Klagenfurt,LASK,1,3,A,3.22,3.58,2.29,3.83,3.65,3.05,3.27,3.41,2.18,,,,,,
Austria,Bundesliga,2023/2024,16/09/2023,16:00,BW Linz,Altach,1,1,D,2.35,3.45,3.2,2.41,3.45,3.2,2.32,3.35,3.0,,,,,,
Austria,Bundesliga,2023/2024,16/09/2023,18:30,Sturm Graz,Salzburg,2,2,D,2.96,3.55,2.45,3.04,3.58,2.45,2.89,3.45,2.34,,,,,,
Austria,Bundesliga,2023/2024,17/09/2023,13:30,A. Lustenau,Tirol,2,3,A,2.58,3.66,2.73,2.58,3.66,2.81,2.47,3.52,2.66,,,,,,
Austria,Bundesliga,2023/2024,17/09/2023,13:30,Hartberg,Austria Vienna,2,1,H,2.95,3.8,2.35,2.95,3.8,2.47,2.79,3.63,2.33,,,,,,
Austria,Bundesliga,2023/2024,17/09/2023,16:00,SK Rapid,Wolfsberger AC,3,3,D,1.69,4.23,4.89,1.71,4.23,5.09,1.66,4.01,4.71,,,,,,
Austria,Bundesliga,2023/2024,23/09/2023,16:00,A. Klagenfurt,A. Lustenau,1,0,H,1.69,4.04,5.17,1.7,4.08,5.2,1.66,3.91,4.89,,,,,,
Austria,Bundesliga,2023/2024,23/09/2023,16:00,Salzburg,BW Linz,0,1,A,1.26,6.59,10.89,1.29,7.56,13.0,1.24,6.27,10.41,,,,,,
Austria,Bundesliga,2023/2024,23/09/2023,16:00,Tirol,Wolfsberger AC,2,3,A,3.28,3.62,2.24,3.28,3.97,2.25,3.09,3.59,2.17,,,,,,
Austria,Bundesliga,2023/2024,03/09/2023,16:00,Salzburg,SK Rapid,2,0,H,1.54,4.6,6.04,1.57,4.6,7.08,1.5,4.42,5.8,,,,,,
Austria,Bundesliga,2023/2024,20/08/2023,16:00,BW Linz,SK Rapid,0,5,A,3.74,3.95,1.97,3.75,3.96,2.06,3.53,3.72,1.95,,,,,,
Austria,Bundesliga,2023/2024,20/08/2023,16:00,Austria Vienna,Wolfsberger AC,0,0,D,2.06,3.76,3.61,2.08,3.87,3.72,2.0,3.63,3.45,,,,,,
Austria,Bundesliga,2023/2024,19/08/2023,18:30,A. Klagenfurt,Altach,1,1,D,2.03,3.5,3.98,2.08,3.62,4.0,1.99,3.44,3.67,,,,,,
Austria,Bundesliga,2023/2024,09/12/2023,16:00,A. Klagenfurt,Austria Vienna,2,2,D,3.77,3.62,2.05,3.8,3.65,2.5,3.49,3.5,2.04,,,,,,
Austria,Bundesliga,2023/2024,28/07/2023,19:30,LASK,SK Rapid,1,1,D,1.87,4.0,4.09,2.04,4.05,4.34,1.88,3.8,3.75,,,,,,
Austria,Bundesliga,2023/2024,29/07/2023,16:00,Hartberg,A. Lustenau,2,2,D,1.93,3.81,4.05,1.97,3.85,4.53,1.87,3.7,3.87,,,,,,
Austria,Bundesliga,2023/2024,29/07/2023,16:00,Tirol,A. Klagenfurt,1,3,A,2.37,3.81,2.92,2.42,3.81,2.92,2.33,3.6,2.79,,,,,,
Austria,Bundesliga,2023/2024,29/07/2023,16:00,Wolfsberger AC,BW Linz,2,1,H,2.25,3.59,3.28,2.3,3.65,3.52,2.23,3.4,3.1,,,,,,
Austria,Bundesliga,2023/2024,29/07/2023,18:30,Altach,Salzburg,0,2,A,7.16,4.85,1.46,7.5,4.9,1.5,6.68,4.59,1.43,,,,,,
Austria,Bundesliga,2023/2024,30/07/2023,16:00,Austria Vienna,Sturm Graz,0,3,A,3.14,3.7,2.28,3.76,3.83,2.31,3.08,3.59,2.18,,,,,,
Austria,Bundesliga,2023/2024,05/08/2023,16:00,SK Rapid,Altach,4,0,H,1.51,4.64,6.49,1.54,4.75,6.55,1.5,4.41,5.87,,,,,,
Austria,Bundesliga,2023/2024,05/08/2023,18:30,Sturm Graz,LASK,2,0,H,2.02,3.65,3.84,2.06,3.9,4.6,1.93,3.68,3.64,,,,,,
Austria,Bundesliga,2023/2024,06/08/2023,16:00,A. Lustenau,Austria Vienna,0,2,A,3.93,3.93,1.93,3.94,3.93,1.95,3.68,3.76,1.89,,,,,,
Austria,Bundesliga,2023/2024,06/08/2023,16:00,BW Linz,Hartberg,3,3,D,2.31,3.67,3.09,2.31,3.67,3.16,2.23,3.52,3.0,,,,,,
Austria,Bundesliga,2023/2024,06/08/2023,16:00,Salzburg,Tirol,3,0,H,1.16,9.55,14.16,1.2,9.55,17.0,1.16,8.11,13.81,,,,,,
Austria,Bundesliga,2023/2024,09/08/2023,19:30,A. Klagenfurt,Wolfsberger AC,2,2,D,2.6,3.53,2.78,2.65,3.6,2.95,2.51,3.44,2.66,,,,,,
Austria,Bundesliga,2023/2024,12/08/2023,16:00,Sturm Graz,A. Klagenfurt,0,0,D,1.4,5.64,7.07,1.43,5.64,8.0,1.38,5.03,7.15,,,,,,
Austria,Bundesliga,2023/2024,12/08/2023,16:00,Wolfsberger AC,A. Lustenau,1,1,D,1.81,4.11,4.26,1.82,4.11,4.56,1.76,3.91,4.14,,,,,,
Austria,Bundesliga,2023/2024,12/08/2023,18:30,LASK,BW Linz,2,0,H,1.57,4.57,5.72,1.59,4.6,5.72,1.55,4.32,5.27,,,,,,
Austria,Bundesliga,2023/2024,13/08/2023,16:00,Altach,Tirol,1,0,H,2.43,3.63,2.93,2.48,3.63,3.04,2.39,3.46,2.79,,,,,,
Austria,Bundesliga,2023/2024,13/08/2023,16:00,SK Rapid,Hartberg,0,1,A,1.93,3.86,3.99,1.95,3.9,4.11,1.87,3.75,3.77,,,,,,
Austria,Bundesliga,2023/2024,13/08/2023,16:00,Salzburg,Austria Vienna,2,0,H,1.54,4.87,5.7,1.55,4.9,6.41,1.51,4.5,5.47,,,,,,
Austria,Bundesliga,2023/2024,19/08/2023,16:00,A. Lustenau,Sturm Graz,0,1,A,8.08,5.37,1.38,8.7,5.4,1.44,7.5,4.95,1.37,,,,,,
Austria,Bundesliga,2023/2024,19/08/2023,16:00,Tirol,LASK,1,1,D,5.89,4.89,1.52,6.5,4.9,1.54,5.71,4.56,1.49,,,,,,
Austria,Bundesliga,2023/2024,24/09/2023,13:30,Altach,Austria Vienna,2,1,H,2.95,3.53,2.47,3.1,3.57,2.47,2.91,3.41,2.35,,,,,,
Austria,Bundesliga,2023/2024,24/09/2023,13:30,LASK,Hartberg,0,0,D,1.74,4.17,4.62,1.77,4.2,4.86,1.71,4.01,4.43,,,,,,
Austria,Bundesliga,2023/2024,26/08/2023,16:00,Sturm Graz,BW Linz,4,1,H,1.33,5.85,9.29,1.36,6.0,10.0,1.3,5.5,8.74,,,,,,
Austria,Bundesliga,2023/2024,30/09/2023,16:00,A. Lustenau,Salzburg,0,4,A,13.38,7.85,1.2,17.0,8.51,1.22,12.91,7.31,1.18,,,,,,
Austria,Bundesliga,2023/2024,04/11/2023,16:00,Wolfsberger AC,A. Klagenfurt,4,0,H,2.09,3.68,3.59,2.32,3.68,3.7,2.09,3.53,3.34,,,,,,
Austria,Bundesliga,2023/2024,05/11/2023,13:30,Altach,SK Rapid,0,2,A,4.46,3.78,1.85,4.54,3.78,1.85,4.16,3.71,1.82,,,,,,
Austria,Bundesliga,2023/2024,05/11/2023,13:30,Hartberg,BW Linz,3,2,H,1.81,3.71,4.77,1.88,3.8,5.06,1.77,3.65,4.47,,,,,,
Austria,Bundesliga,2023/2024,05/11/2023,16:00,LASK,Sturm Graz,3,1,H,2.87,3.3,2.66,2.87,3.43,2.66,2.75,3.3,2.52,,,,,,
Austria,Bundesliga,2023/2024,11/11/2023,16:00,A. Lustenau,Wolfsberger AC,2,3,A,4.81,4.04,1.74,4.81,4.1,1.77,4.53,3.85,1.71,,,,,,
Austria,Bundesliga,2023/2024,11/11/2023,16:00,Tirol,Altach,5,1,H,3.67,3.45,2.15,3.67,3.55,2.2,3.42,3.42,2.09,,,,,,
Austria,Bundesliga,2023/2024,12/11/2023,13:30,A. Klagenfurt,Sturm Graz,0,3,A,4.78,3.76,1.79,4.78,4.06,1.88,4.4,3.7,1.77,,,,,,
Austria,Bundesliga,2023/2024,12/11/2023,13:30,BW Linz,LASK,2,0,H,5.12,3.72,1.77,5.12,3.74,1.86,4.47,3.58,1.79,,,,,,
Austria,Bundesliga,2023/2024,12/11/2023,16:00,Austria Vienna,Salzburg,0,0,D,4.26,3.85,1.87,4.4,4.04,1.89,4.04,3.79,1.81,,,,,,
Austria,Bundesliga,2023/2024,25/11/2023,16:00,LASK,Tirol,1,0,H,1.35,5.6,8.81,1.37,5.7,9.16,1.34,5.14,8.17,,,,,,
Austria,Bundesliga,2023/2024,25/11/2023,16:00,Salzburg,Hartberg,3,2,H,1.53,4.67,6.29,1.54,4.85,6.5,1.5,4.46,5.88,,,,,,
Austria,Bundesliga,2023/2024,25/11/2023,16:00,Sturm Graz,A. Lustenau,2,0,H,1.22,7.09,12.96,1.25,7.3,15.0,1.21,6.44,12.52,,,,,,
Austria,Bundesliga,2023/2024,26/11/2023,13:30,Altach,A. Klagenfurt,0,1,A,2.15,3.26,3.89,2.18,3.32,3.89,2.11,3.21,3.6,,,,,,
Austria,Bundesliga,2023/2024,26/11/2023,13:30,Wolfsberger AC,Austria Vienna,1,0,H,2.52,3.47,2.92,2.66,3.6,2.92,2.46,3.44,2.74,,,,,,
Austria,Bundesliga,2023/2024,26/11/2023,16:00,SK Rapid,BW Linz,1,0,H,1.36,5.52,8.75,1.41,5.52,8.87,1.35,5.08,8.02,,,,,,
Austria,Bundesliga,2023/2024,03/12/2023,13:30,BW Linz,Sturm Graz,1,1,D,4.12,3.57,1.98,4.39,3.65,1.98,4.03,3.49,1.89,,,,,,
Austria,Bundesliga,2023/2024,03/12/2023,13:30,Salzburg,Wolfsberger AC,1,0,H,1.49,4.94,6.3,1.65,4.8,7.7,1.56,4.3,5.32,,,,,,
Austria,Bundesliga,2023/2024,03/12/2023,16:00,Austria Vienna,LASK,0,0,D,2.45,3.42,3.06,2.73,3.55,3.09,2.4,3.38,2.85,,,,,,
Austria,Bundesliga,2023/2024,04/12/2023,18:00,A. Klagenfurt,Hartberg,1,1,D,3.9,3.71,1.99,4.0,3.71,2.1,3.7,3.48,1.99,,,,,,
Austria,Bundesliga,2023/2024,24/09/2023,16:00,SK Rapid,Sturm Graz,1,1,D,2.96,3.67,2.39,3.0,3.67,2.5,2.79,3.55,2.37,,,,,,
Austria,Bundesliga,2023/2024,05/12/2023,18:00,Tirol,SK Rapid,1,2,A,6.4,5.02,1.48,6.57,5.02,1.57,5.91,4.72,1.47,,,,,,
Austria,Bundesliga,2023/2024,04/11/2023,16:00,Tirol,Salzburg,0,2,A,11.61,6.58,1.25,11.61,6.58,1.3,10.32,6.21,1.24,,,,,,
Austria,Bundesliga,2023/2024,04/11/2023,16:00,Austria Vienna,A. Lustenau,1,0,H,1.28,6.23,10.31,1.33,6.5,11.0,1.28,5.69,9.61,,,,,,
Austria,Bundesliga,2023/2024,05/12/2023,18:00,Altach,A. Lustenau,3,0,H,1.67,3.82,5.95,1.74,3.83,6.0,1.66,3.64,5.4,,,,,,
Austria,Bundesliga,2023/2024,29/10/2023,13:30,Sturm Graz,Austria Vienna,0,1,A,1.76,4.07,4.63,1.77,4.1,5.4,1.71,3.88,4.55,,,,,,
Austria,Bundesliga,2023/2024,29/10/2023,16:00,SK Rapid,LASK,3,3,D,2.14,3.68,3.47,2.15,3.78,3.47,2.07,3.6,3.3,,,,,,
Austria,Bundesliga,2023/2024,30/09/2023,16:00,BW Linz,A. Klagenfurt,0,0,D,2.7,3.38,2.77,2.82,3.48,2.77,2.63,3.32,2.63,,,,,,
Austria,Bundesliga,2023/2024,30/09/2023,16:00,Wolfsberger AC,LASK,2,1,H,3.19,3.44,2.35,3.25,3.54,2.36,3.05,3.42,2.27,,,,,,
Austria,Bundesliga,2023/2024,01/10/2023,13:30,Hartberg,Altach,0,0,D,2.09,3.45,3.85,2.1,3.66,3.85,2.03,3.44,3.58,,,,,,
Austria,Bundesliga,2023/2024,01/10/2023,13:30,Sturm Graz,Tirol,1,0,H,1.27,6.41,10.26,1.3,6.75,11.5,1.25,6.18,9.86,,,,,,
Austria,Bundesliga,2023/2024,01/10/2023,16:00,Austria Vienna,SK Rapid,0,0,D,3.01,3.75,2.33,3.03,3.79,2.4,2.87,3.63,2.28,,,,,,
Austria,Bundesliga,2023/2024,07/10/2023,16:00,A. Lustenau,SK Rapid,0,5,A,7.27,5.21,1.42,7.5,5.21,1.45,6.76,4.9,1.4,,,,,,
Austria,Bundesliga,2023/2024,07/10/2023,16:00,Austria Vienna,BW Linz,4,0,H,1.93,3.94,3.81,1.95,3.99,4.06,1.89,3.76,3.73,,,,,,
Austria,Bundesliga,2023/2024,08/10/2023,13:30,LASK,Altach,1,0,H,1.84,3.69,4.63,1.86,4.08,5.17,1.8,3.57,4.38,,,,,,
Austria,Bundesliga,2023/2024,08/10/2023,13:30,Wolfsberger AC,Sturm Graz,1,2,A,4.28,3.83,1.87,4.88,3.89,1.89,4.03,3.68,1.83,,,,,,
Austria,Bundesliga,2023/2024,08/10/2023,16:00,A. Klagenfurt,Salzburg,2,2,D,7.04,5.01,1.45,7.5,5.1,1.46,6.83,4.78,1.41,,,,,,
Austria,Bundesliga,2023/2024,07/10/2023,16:00,Hartberg,Tirol,3,0,H,1.6,4.43,5.5,1.65,4.43,5.57,1.57,4.25,5.18,,,,,,
Austria,Bundesliga,2023/2024,21/10/2023,16:00,Salzburg,LASK,0,1,A,1.6,4.47,5.44,1.61,4.51,6.0,1.55,4.28,5.45,,,,,,
Austria,Bundesliga,2023/2024,21/10/2023,16:00,Sturm Graz,Hartberg,2,1,H,1.74,4.02,4.82,1.74,4.06,5.0,1.69,3.92,4.67,,,,,,
Austria,Bundesliga,2023/2024,22/10/2023,13:30,Altach,Wolfsberger AC,0,0,D,2.66,3.31,2.87,2.66,3.68,2.87,2.53,3.33,2.73,,,,,,
Austria,Bundesliga,2023/2024,22/10/2023,13:30,Tirol,Austria Vienna,0,2,A,4.26,4.06,1.83,4.3,4.28,1.86,3.96,3.93,1.8,,,,,,
Austria,Bundesliga,2023/2024,22/10/2023,16:00,SK Rapid,A. Klagenfurt,2,3,A,1.53,4.55,6.32,1.64,4.59,6.59,1.53,4.32,5.75,,,,,,
Austria,Bundesliga,2023/2024,28/10/2023,16:00,A. Klagenfurt,Tirol,1,0,H,1.79,3.89,4.65,1.8,3.98,4.81,1.75,3.79,4.41,,,,,,
Austria,Bundesliga,2023/2024,28/10/2023,16:00,BW Linz,Wolfsberger AC,2,0,H,2.76,3.43,2.68,2.76,3.58,2.68,2.65,3.4,2.55,,,,,,
Austria,Bundesliga,2023/2024,28/10/2023,16:00,Salzburg,Altach,3,0,H,1.27,6.39,11.39,1.33,6.39,11.39,1.28,5.68,9.83,,,,,,
Austria,Bundesliga,2023/2024,21/10/2023,16:00,BW Linz,A. Lustenau,0,0,D,1.68,4.21,5.02,1.81,4.21,5.2,1.68,3.96,4.65,,,,,,
Austria,Bundesliga,2023/2024,29/10/2023,13:30,A. Lustenau,Hartberg,0,4,A,4.62,4.04,1.77,4.62,4.1,1.77,4.4,3.92,1.72,,,,,,
